item ID,titles,description,product_type,brand,dietary_considerations,flavor_profile,cost_tier,key_features,categories
37883,"Splenda Brown Sugar Blend, 16-Ounce Packages (Pack of 4 )","A low-calorie sweetener that combines brown sugar and sucralose, ideal for adding sweetness and a hint of molasses flavor to baked goods and recipes.",low-calorie sweetener,Splenda,"['Low-Calorie', 'Sugar-Free', 'Health-Conscious Options']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']","Cooking Ingredients, Sweeteners, Health-Conscious Options"
37899,"Conchita Guava Paste, Pasta De Guayava, 14 Oz Each (3pk)","A tropical fruit spread made from guava, ideal for pairing with cheeses, pastries, or as a sweet ingredient in various recipes, sold in a pack of three 14-ounce containers.",tropical fruit spread,Conchita,"['Gluten-Free', 'Vegan']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Sweets and Desserts, Specialty Foods"
37903,"Wheat Montana Gold Flour, Prairie, 50 Pound","A 50-pound bag of high-quality wheat flour ideal for baking bread, pastries, and other recipes requiring a robust and versatile flour.",wheat flour,Wheat Montana,['Non-GMO'],neutral,Medium-Cost,"['versatile', 'high-quality', 'shelf-stable']",Cooking Ingredients
37914,"Taster's Choice Original House Blend Instant Coffee, 10 Ounce Canister","A convenient 10-ounce canister of instant coffee that delivers a rich, well-balanced flavor for a quick and easy beverage.",instant coffee,Taster's Choice,['Gluten-Free'],rich,Medium-Cost,"['instant', 'shelf-stable', 'convenient packaging']","Beverages, Coffee/Tea"
37930,"Stevita Liquid Squeeze Bottle Sweetener, Strawberry, 1.35 Ounce","A convenient liquid sweetener flavored with strawberry, ideal for enhancing the taste of beverages and foods without added sugar.",flavored liquid sweetener,Stevita,"['Sugar-Free', 'Low-Calorie']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-use']","Health Foods, Sweeteners, Health-Conscious Options"
37936,ICE CHIPS Candy Cinnamon single pack,"A single pack of hard candy featuring a cinnamon flavor, designed to provide a sweet and spicy treat.",hard candy,none,['Gluten-Free'],sweet and spicy,Low-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
37947,King's Hawaiian Rolls Original Hawaiian Sweet Rolls 12 ct. ( 2 packs ),"Soft, sweet dinner rolls packaged in two sets of twelve, perfect for pairing with meals or serving as a snack.",sweet dinner rolls,King's Hawaiian,"['Contains Gluten', 'Contains Dairy']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
37953,"Krusteaz Wild Blueberry Supreme Muffin Mix, 17.1-Ounce Boxes (Pack of  12)",A convenient pack of 12 boxes containing a mix for making moist and flavorful wild blueberry muffins.,muffin mix,Krusteaz,['Contains Wheat'],sweet,Medium-Cost,"['requires baking', 'shelf-stable']","Breakfast Foods, Sweets and Desserts"
37983,"Anchor Bar, Sauce Wing Hotter Recipe, 12-Fluid Ounce","A spicy wing sauce designed for enhancing the flavor of chicken wings, offered in a convenient 12-ounce bottle.",wing sauce,Anchor Bar,[],spicy,Medium-Cost,"['shelf-stable', 'ready-to-eat']",Condiments and Sauces
38015,"Bigelow Cozy Chamomile Herbal Tea, 20-Count Boxes (Pack of 6)","A pack of six boxes containing 20 tea bags each, featuring a soothing herbal blend of chamomile for relaxation and comfort.",chamomile herbal tea,Bigelow,"['Caffeine-Free', 'Non-GMO']",floral and sweet,Medium-Cost,"['ready-to-use', 'shelf-stable']","Beverages, Health Foods, Coffee/Tea, Health-Conscious Options"
38016,"Xlear Xylosweet Bag, 1-Pound","A natural sweetener made from xylitol, this product serves as a sugar substitute for baking and cooking, providing a low-calorie option for those seeking to reduce their sugar intake.",natural sweetener,Xlear,"['Low-Calorie', 'Sugar-Free', 'Diabetic-Friendly']",sweet,Medium-Cost,"['shelf-stable', 'suitable for baking', 'suitable for cooking']","Health Foods, Sweeteners"
38033,Red Robin Seasoning 16 Oz. Signature Blend,"A flavorful seasoning blend designed to enhance the taste of meats and various dishes, ideal for grilling and cooking.",seasoning blend,Red Robin,['none'],savory,Medium-Cost,"['shelf-stable', 'ready-to-use']",Cooking Ingredients
38046,"Fondarific Chocolate Fondant Brown, 2-Pounds","This 2-pound package contains a brown chocolate fondant used for decorating cakes and desserts, providing a smooth and pliable finish.",chocolate fondant,Fondarific,['Gluten-Free'],sweet,Medium-Cost,"['easy to work with', 'shelf-stable', 'ready-to-use']","Cooking Ingredients, Sweets and Desserts"
38075,"IZZE Fortified Sparkling Juice, Pomegranate, 8.4-Ounce Cans (Pack of 24)","A pack of 24 cans of pomegranate-flavored sparkling juice that provides a refreshing, fortified beverage option with a bubbly texture.",sparkling juice,IZZE,['Non-GMO'],sweet and tart,Medium-Cost,"['ready-to-drink', 'shelf-stable']","Beverages, Health Foods, Canned and Packaged Foods"
38085,"Rolo Chewy Caramels in Milk Chocolate, 12-Ounce Bags (Pack of 4)","Soft, chewy caramels coated in smooth milk chocolate, packaged in four 12-ounce bags for convenient sharing or snacking.",chocolate-covered caramels,Rolo,[],sweet,Low-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
38090,Justin's Natural Chocolate Almond Butter (box of 10),"This product is a creamy almond butter infused with chocolate, packaged in a convenient box of 10 individual servings, perfect for snacking or adding to recipes.",chocolate almond butter,Justin's,['Gluten-Free'],sweet,Medium-Cost,"['single-serving', 'ready-to-eat', 'shelf-stable']","Snacks, Cooking Ingredients, Sweets and Desserts, Health Foods"
38112,"S&amp;W Leaf Spinach, 13.5 Ounce (Pack of 12)","This product contains twelve cans of leaf spinach, providing a convenient and nutritious vegetable option for various recipes.",canned spinach,S&W,"['Non-GMO', 'Gluten-Free', 'Vegan']",savory,Low-Cost,"['shelf-stable', 'ready-to-eat']","Canned and Packaged Foods, Fruits and Vegetables"
38118,"CBTL Butterscotch Toffee Coffee Capsules By The Coffee Bean &amp; Tea Leaf, 16-Count Box","This product contains a 16-count box of Butterscotch Toffee flavored coffee capsules designed for use with compatible coffee machines, offering a sweet and rich coffee experience.",flavored coffee capsules,The Coffee Bean & Tea Leaf,['none'],sweet,Medium-Cost,"['single-serving', 'ready-to-use', 'shelf-stable']","Beverages, Coffee/Tea"
38134,RAURENI PLUM BUTTER 'MAGIUN DE PRUNE&quot; 350g,"A rich, sweet spread made from plums, perfect for enhancing toast, pastries, or as a filling in desserts.",fruit spread,RAURENI,['none'],sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Sweets and Desserts, Condiments and Sauces"
38150,"Beanitos Chips, Nacho Cheese White Bean, 6 Ounce","These are crunchy, nacho cheese-flavored chips made from white beans, offering a gluten-free snack option with a protein boost.",bean chip,Beanitos,"['Gluten-Free', 'High-Protein']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Vegetables and Beans"
38152,"Bob's Red Mill Unsweetened Medium Shredded Coconut, 24-Ounce Packages (Pack of 4)","This product consists of four 24-ounce packages of unsweetened medium shredded coconut, ideal for baking, cooking, or as a topping for various dishes.",unsweetened medium shredded coconut,Bob's Red Mill,"['Vegan', 'Gluten-Free', 'Non-GMO']",nutty,Medium-Cost,"['shelf-stable', 'versatile', 'suitable for baking', 'suitable for cooking', 'suitable as a topping']","Cooking Ingredients, Health Foods, Canned and Packaged Foods"
38166,"Twizzlers Nibs, Cherry, 6-Ounce Bags (Pack of 12)","These are bite-sized cherry-flavored licorice candies packaged in six-ounce bags, perfect for snacking or sharing.",cherry licorice candy,Twizzlers,['Vegetarian'],sweet,Low-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
38170,"Harmony House Foods Freeze-Dried Banana, slices (6 oz, Quart Size Jar)","This product contains freeze-dried banana slices packaged in a quart-sized jar, offering a convenient, lightweight snack or ingredient for various recipes.",freeze-dried fruit,Harmony House Foods,"['Non-GMO', 'Gluten-Free', 'Vegan']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat', 'lightweight']","Snacks, Health Foods, Fruits and Vegetables, Dried and Preserved Foods"
38180,Van Houtte WHITE CHOCOLATE MINT - Box of 24,"This product is a box containing 24 individually wrapped white chocolate mint candies, offering a refreshing and sweet treat.",mint candy,Van Houtte,['Gluten-Free'],sweet and minty,Medium-Cost,"['individually wrapped', 'shelf-stable']","Snacks, Sweets and Desserts"
38188,"M&amp;m's Christmas Cherry Cordial's 9.90 Oz, 2 Bags","This product includes two bags of chocolate candies filled with a cherry cordial flavor, specially packaged for the Christmas season.",chocolate candy,M&M's,['None'],sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
38196,"Beach Cliff, Sardines in Mustard Sauce, 3.75 oz","Canned sardines packed in a rich mustard sauce, perfect for adding protein to salads, sandwiches, or enjoying straight from the can.",canned sardines,Beach Cliff,"['High in Protein', 'Omega-3 Rich']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Health Foods, Canned and Packaged Foods, Condiments and Sauces, Health-Conscious Options"
38209,"The Good Bean Smoky Chili and Lime flavor, 2.5 Ounce (Pack of 12)",A pack of 12 individual 2.5-ounce bags of crunchy roasted chickpeas seasoned with smoky chili and lime for a flavorful snack.,roasted chickpeas,The Good Bean,"['Vegan', 'Gluten-Free']","smoky, spicy, tangy",Medium-Cost,"['ready-to-eat', 'shelf-stable', 'single-serving']","Snacks, Health Foods"
38214,"Special K Crackers, Savory Herb, 8-Ounce Boxes (Pack of 4)","These are a pack of four 8-ounce boxes of savory herb-flavored crackers that provide a crunchy snack option, perfect for pairing with dips or enjoying on their own.",savory cracker,Special K,"['Low-Calorie', 'Non-GMO']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']",Snacks
38221,"Dr. McDougall's Right Foods Vegan White Bean &amp; Pasta Soup, Light Sodium, 1.8-Ounce Cups (Pack of 6)","This product is a pack of six 1.8-ounce cups of light sodium vegan soup made with white beans and pasta, offering a convenient and nutritious meal option.",vegan soup,Dr. McDougall's Right Foods,"['Vegan', 'Low-Sodium']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'single-serving']","Health Foods, Dietary Specific Items, Health-Conscious Options, Prepared and Ready-Made Meals"
38256,"Nature Valley Breakfast Biscuits, Blueberry, 8.85 Ounce","These are crunchy, blueberry-flavored breakfast biscuits made with whole grain oats, perfect for a quick and nutritious snack or on-the-go breakfast option.",breakfast biscuit,Nature Valley,"['Whole Grain', 'Non-GMO']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'portable']","Snacks, Breakfast Foods"
38257,"Puroast Low Acid Coffee House Blend Natural Decaf Whole Bean, 0.75-Pound Bag (Pack of 2)","This product is a pack of two 0.75-pound bags of low-acid, natural decaffeinated whole bean coffee designed for a smooth and gentle flavor profile.",decaffeinated coffee,Puroast,"['Low-Acid', 'Decaffeinated']",smooth,Medium-Cost,"['whole bean', 'shelf-stable', 'natural decaf']","Beverages, Coffee/Tea, Health-Conscious Options"
38258,"the Peelu Co. Chewing Gum, Spearmint, 100-Count","This product is a pack of 100 pieces of spearmint-flavored chewing gum, designed to freshen breath and provide a pleasant taste.",chewing gum,Peelu Co.,['Sugar-Free'],spearmint,Medium-Cost,"['shelf-stable', 'single-serving']",Snacks
38262,JIF Creamy Peanut Butter 16 oz. 2 Pack,"This product includes two 16-ounce jars of creamy peanut butter, perfect for spreading on bread, adding to recipes, or enjoying as a snack.",creamy peanut butter,JIF,['Protein-Rich'],sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Cooking Ingredients, Health Foods, Condiments and Sauces"
38277,"Caffe D'Vita Sugar Free Hot Cocoa, 10 Ounce Can",This product is a 10-ounce can of sugar-free hot cocoa mix designed for making a rich and creamy chocolate beverage without added sugars.,hot cocoa mix,Caffe D'Vita,['Sugar-Free'],chocolate,Medium-Cost,"['requires preparation', 'shelf-stable']","Beverages, Canned and Packaged Foods, Health-Conscious Options"
38286,"Lancaster Soft Creme Candy, Caramel, 8 Ounce","This is a soft, chewy caramel candy packaged in an 8-ounce bag, perfect for snacking or as a sweet treat.",soft caramel candy,Lancaster,['Contains Dairy'],sweet,Medium-Cost,"['soft', 'chewy', 'ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
38288,"Snyders Mini Pretzels Tub, 40 Ounce","A large tub containing mini pretzels, perfect for snacking or serving at gatherings.",pretzels,Snyder's,['Low-Calorie'],savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']",Snacks
38295,"Special K Cereal, Original, 18-Ounce Boxes (Pack of 3)","A pack of three 18-ounce boxes of Original Special K cereal, designed as a nutritious breakfast option that is low in fat and high in essential vitamins and minerals.",breakfast cereal,Special K,"['low fat', 'fortified with vitamins and minerals', 'low-calorie']",mildly sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'pack of three']","Breakfast Foods, Health Foods, Health-Conscious Options"
38313,Cafe Sello Rojo 6 PACK Espresso Ground Coffee 6 x 500g,"This product is a pack of six 500g bags of finely ground espresso coffee, ideal for brewing rich and flavorful espresso beverages.",espresso ground coffee,Cafe Sello Rojo,"['Gluten-Free', 'Vegan']",rich and bold,Medium-Cost,"['shelf-stable', 'multi-serving']",Coffee/Tea
38359,"Peet's Coffee French Roast Single Cup Capsule, 96-Count","A pack of 96 single-serve capsules containing French roast coffee, designed for use with compatible coffee machines for quick and convenient brewing.",single-serve coffee capsules,Peet's Coffee,"['Gluten-Free', 'Vegan']",bold,Medium-Cost,"['single-serving', 'ready-to-brew', 'compatible with coffee machines']",Coffee/Tea
38366,"Dried Crystallized Ginger, 3 LB - Sincerely Nuts","This product is a bulk package of sweetened, dried ginger pieces that provide a chewy texture and a spicy-sweet flavor, commonly used in baking, cooking, or as a snack.",crystallized ginger,Sincerely Nuts,"['Gluten-Free', 'Vegan']",spicy-sweet,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Snacks, Cooking Ingredients, Dried and Preserved Foods"
38368,"Grove Square Cappuccino, French Vanilla, 24-Count Single Serve Cup for Keurig K-Cup Brewers","A box of 24 single-serve cups filled with French vanilla cappuccino mix, designed for use in Keurig K-Cup brewers.",flavored cappuccino,Grove Square,[],sweet,Medium-Cost,"['single-serving', 'compatible with Keurig brewers']",Beverages
38389,Vegan Chocolate Chip Cookies - 5 GIANT COOKIES,"These are five large, plant-based cookies featuring chocolate chips, perfect for a guilt-free indulgence.",vegan cookies,none,"['Vegan', 'Dairy-Free', 'Egg-Free']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Sweets and Desserts, Health Foods, Health-Conscious Options"
38392,"Sesmark Original Wheat Sesame Thins, 7 Ounce Packages (Pack of 12)","Crispy and light crackers made from wheat and sesame seeds, perfect for snacking or pairing with dips and spreads.",sesame crackers,Sesmark,['Contains Gluten'],savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Grains and Pasta"
38417,Hunt's Tomato Ketchup No Salt Added No Preservatives 13.5 oz (pack of 6),"This product is a pack of six 13.5 oz bottles of ketchup that contains no added salt or preservatives, making it a healthier condiment option for various dishes.",tomato ketchup,Hunt's,"['No Added Salt', 'No Preservatives']",sweet and tangy,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Condiments and Sauces, Health-Conscious Options"
38427,After Eight my Favorite Selection of delicious dark and white mint chocolde,"A selection of dark and white chocolate mints filled with a refreshing mint cream, ideal for indulgent snacking or gifting.",mint chocolate selection,After Eight,[],sweet,High-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
